split_group,dataset_origin,uploader,split,fold,recording_count,no_cough_count,cough_count,new_fsd50k_cough_count
COUGHVID_UUID::16af8331-f890-4f2e-bf49-2b42985d379e,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::16b16ff5-e875-4f0f-ad76-bd7ba27faca6,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::16e4a472-4063-43ec-8358-994bca39e366,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::16e8dea0-01da-416c-9478-0dfa748238fb,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::16f9b161-86c6-4af1-99cb-0ab327f10fed,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::17022b71-56b2-403e-9da9-097810159d4a,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::17584206-26c4-45db-9836-e79c6325327f,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::178f39e2-a261-4ec6-a8fb-3f89c3c795bb,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::1796e9dd-2cd1-4cce-b17f-f3ca743e54c5,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::17acf0f2-d97a-4881-bb20-766e3ef20991,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::17b54f0d-2f96-4f6d-ae52-ac2e31bcc692,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::17c2e5aa-000c-4efe-aa47-c0a7229cd222,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::17c71a33-db88-415b-b207-d04a13280af6,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::17e623e8-7179-4805-889b-83ba37063d21,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::17ff41b3-1ac5-4689-b5f1-056851201c26,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::18119284-4400-42b1-aa87-883ebdb71cf6,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::182246b0-9f77-4c40-976e-3c9342619819,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::183ad348-a149-4546-b57c-519747f09784,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::1853c64d-a058-471d-8409-84fd2afb5edd,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::186140ce-71c8-4272-bb15-9e5b9fdf578e,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::18722fbe-d240-457a-a0fc-2d9d09bfbcc8,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::18736769-dad3-4fa6-88d5-6e8dfc951008,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::18819971-75a0-464a-a69b-ebbda6480789,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::18987ee0-4393-40c5-816f-d002befd49cd,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::18c36541-7566-4f46-8264-3716e2e71f30,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::18e49b6e-60e4-4eb1-8de8-e8261576dbfc,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::191dca0e-7951-4aa3-9764-2761bd511955,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::1930bce0-6443-45d3-a33d-2802fa64f07b,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::195f9381-cf35-45da-b0ae-cc4ed04e9283,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::19654d11-2cef-46ec-8007-4a4c7bea60af,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::197fd3fd-2c59-41b3-836a-8c9d51b3fbb0,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::198c88cb-8f41-4a79-9c4b-be606361e80b,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::198f3500-da31-4e16-aa93-05e56a62eea2,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::19cb6e8b-d747-4770-8770-9211d31f2fc6,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::1a0d7c38-e644-4c5d-9ba0-bf9bdc0bffd6,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::1a324acb-12f7-4eef-8e8c-0c71a47280e2,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::1a496dea-1bd3-412e-af9e-09799afcad72,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::1a7b91c0-c8c4-4f99-9be9-9dc879976f0b,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::1adbbc78-5322-4410-aa61-4048e5578325,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::1adc614f-9f34-451c-ac33-47a411f0a06d,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::1add9b29-ef49-4a03-b38f-c9391161e7bf,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::1ae6e5f5-8506-4282-935f-41248f800700,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::1af7b784-13d3-41b4-8f21-89c417b96256,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::1b1f2c9b-7cfa-4eb5-837d-36ae3d647c92,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::1b25273d-6761-47f7-b1e3-36ed0d0b4701,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::1b7a8173-80be-4905-bdaa-b471b228b1ed,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::1ba36c5a-542c-4164-aa43-b1f01f23f94d,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::1c13288a-9ef9-4027-9ca6-06472a106fb1,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::1c21cb68-6ea8-4aa1-af22-2e64007554d7,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::1c34e7b6-708b-412c-b934-4af1e2990f67,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::1c4c4928-4a83-4fae-be54-48a557fb7739,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::1c5bbc80-5166-427b-8204-298b5ef8a0f9,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::1c7b9152-fd61-4742-8da9-233dd0b93008,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::1c7f79d6-70bb-4558-b5a9-0c94c9418610,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::1c8853d4-5a0b-425e-b211-d20b2d16e35d,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::1ca2ce6a-3153-45b7-9a20-fab29c44e6f7,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::1ca49e1b-7b7a-4442-8603-a41083fc49e3,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::1cc88f3a-3529-4cb8-a167-fc0cb5b0bfb6,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::1cd13fe6-9d35-4a86-82ff-a9af6b90d70b,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::1cd191f3-876f-4412-a667-7e406b294af9,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::1cef13ee-037d-49cb-bbd3-bbb44328cd91,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::1d120109-bee0-4597-8fc6-c8eaf97cab5c,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::1d146112-7784-4213-ad55-4a276c37fcb6,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::1d19775f-175d-4fdd-8dfe-c080a0c8de45,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::1d1b2daf-5b26-4176-b826-c521d25ee5c5,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::1d1dd53c-0b98-4ebd-a34b-e168bff6b7da,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::1d3f954c-8d15-4279-832b-e2487b96750f,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::1d471862-8805-411b-bd10-2b8e9ffdf718,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::1d5264ed-d766-4104-b2e0-4f6d763f4331,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::1d6cb7bf-b926-433a-bf6e-0d8ce43d02c9,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::1d8101a3-75b0-4ba8-840d-965eb76ab547,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::1da3fe9f-2803-4d66-a43e-6c64bd2aef40,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::1daa39b2-4ac2-4239-8275-c8d97067734c,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::1dca9938-00dd-469a-a476-da7d21e90027,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::1dd3b212-e969-4ede-a9d9-f24b711e2028,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::1de44182-c6f6-4059-bb54-1e8552999e03,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::1e13bf2c-1de7-4855-99a3-ec339694b7f2,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::1e2fb96c-cc9c-450d-9474-b363b22adfe8,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::1e3025cb-d921-485b-a08c-c2966fc4f730,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::1e34e7ac-1799-4880-970f-cf2ae6cbaa98,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::1e35ccdb-4d0c-4a40-884d-500fa21dae26,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::1e3c046d-82f7-445e-b6c3-06441f3da506,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::1e402aa8-7991-41f8-9841-f7358a594624,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::1e4a8472-c9f7-4677-a92a-0e1ff412ab5b,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::1e4aef1f-a0d0-414b-8f09-b588a455111c,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::1e7be325-faea-4c05-b0ea-0ca8a2e205f2,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::1ed2eced-cfd7-4f12-917d-a59b7b024d01,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::1ed9491a-4036-4308-bc44-5036fc2e9f28,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::1f02c230-3a22-4ee1-81e4-7e7237b36c03,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::1f338e16-6a0f-4454-8a59-6282c3b53d13,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::1f6a497a-7d48-4db2-be34-c7760e427427,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::1fa034b6-d000-4066-8ad6-3f17e739e65a,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::1fb47adc-d640-4c2b-a6f2-7e1078caad81,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::1fcd577a-af2b-4352-a735-a1d1a7e7d0b1,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::1fd4bd15-88c4-47ae-bbe3-2434af431df5,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::1fe79a36-5e5d-4649-9d19-be660fbfb3b4,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::2018bfea-0071-4aca-8d45-18dac4d65199,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::20602da6-a92f-40ad-81d2-1688f5f1fcde,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::20638b85-0ab9-45cc-b257-9ce9986946de,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::2089c2bd-d408-429e-9f15-138343a5cc9c,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::20c748f1-3eba-47dd-84fa-b9160e4a1ac6,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::20ea7a60-c553-43e6-ae4c-756bc1e66b98,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::20fd26c4-26d2-48d8-bf6f-f5b37a0d838c,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::211c948b-1f0f-4e9d-ba8a-45aaf9496a78,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::2137ce12-072a-499e-bf8d-5ef099aa4b6b,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::213aff15-681f-4f36-a001-07dd623161d3,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::2143ebda-26f8-4cf7-9d99-471f11c3c584,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::214df3a3-e1d2-4c93-a515-011551db9173,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::21519b33-26a1-48ab-95e9-290188d9d7ed,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::21582038-eca3-4517-a16f-c34db540341b,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::215cf805-8e9a-44ee-8721-20db30e34e3d,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::21601275-9606-4574-869d-1cec6120d3e1,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::217f4053-74b3-4e1b-92f3-24004064066b,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::218f522f-d3b0-4370-a93f-e8a70d958950,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::219fd505-5d9e-49ca-beef-e815feb78179,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::21a1fe29-c65d-4aac-aa86-77783863dfe4,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::21aa9980-ddfa-4abb-b81b-d66a2d2e9773,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::21ad6bc4-ecc4-4a22-b940-618bdd7ad20b,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::21aee478-6d13-45ea-be4d-4f29fd244798,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::21b2bb88-3b7f-4120-9a2a-ccee47298761,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::21c16c1c-46fc-4b80-b941-65d7c6e87555,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::21cffd04-bad1-4b15-8e09-56406780f640,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::21d95211-da92-44a9-83c7-30f8d4c6d670,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::21db7316-4810-4156-8892-fbd4620867d4,COUGHVID,,train,1,1,1,0,0
COUGHVID_UUID::21faaaa1-2edf-49c6-bce0-72cfe57640a1,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::22002ad7-3fb5-47d7-8987-e3cdc0931439,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::224ee66d-7c74-474d-8123-360b75ed739c,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::225cf920-b008-43d4-92e3-6640aaddd431,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::228b8f67-e43d-4ed3-80ab-7695baa48107,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::2295a6f8-08d5-467f-8534-8329c9083f28,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::22975528-762e-4bd7-9f73-a3da0b485cb4,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::22aa69af-e8d0-4f05-9403-6b3e40d464f9,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::22ac9dc4-858e-4db5-886e-792d7553e67f,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::22cb791b-2eba-480f-9eb3-69018bd25a04,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::22dcfcdd-52a8-4b42-9c50-c0a3696382a9,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::22fd67e4-0911-45f9-8625-1fe8ba4323cf,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::22fe63e9-7b2a-4adf-b941-844136fc1acc,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::230c05bf-5569-482f-b59d-bfeb07b61e88,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::230eb02a-14df-4430-9603-634552b985a3,COUGHVID,,validation,-1,1,1,0,0
COUGHVID_UUID::23180623-c32f-4fa7-85db-2aaf72438824,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::23757c39-1cc1-4c17-bdda-b8b44c42a68e,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::239862c9-653a-46c7-ba74-2511aab54340,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::23ad16a0-1a5b-4dfc-b326-f916f31fafe3,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::23af8bd7-29db-44ff-8dde-d068d3b6713a,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::23b27f73-bbcc-4856-a5bd-8a9719e471db,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::240021ec-048e-431d-9548-11d7c234389e,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::24209c21-c5d7-42a1-905c-e594037feb43,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::243896b6-2f02-4b97-bcff-218376abf1c9,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::244d35b5-565c-4a3b-a1bd-baa8f899f9d2,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::24526b28-3377-4f1e-942f-8e3f6d38e44b,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::2455598e-8a2c-457a-846c-1af4993e582f,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::2456a0d5-dfa2-44ce-8b09-5b15ae34d314,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::2457c496-0a45-4c4c-942f-5598c39c9b89,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::2475fcc6-74d7-46b8-b35b-4f134d7d57bc,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::2499bd0e-4221-449a-8184-ee15e1c80b35,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::24dc7236-522f-4120-b76d-65538ab32b5b,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::24f20435-bf37-4ba8-b5e3-47c492e8f52b,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::2519f0bc-6606-4537-acc2-b8fdec0ee15c,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::251df144-7c03-4373-80c8-a83c0e1e58d7,COUGHVID,,train,3,1,1,0,0
COUGHVID_UUID::2532b7ae-20da-4dde-ab4e-46ffe1fdbe77,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::254cae14-594b-47c3-b62c-48b35e85d338,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::255387fa-5934-4b9b-8c6d-9de47c3841b0,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::2561c0c9-c4d4-4d63-8c8a-610d6eafe593,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::256722b7-a445-4dad-a05f-c15c7ffe06e3,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::256e942d-15a4-48d3-807c-9a8b386984b5,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::259ecdd2-5641-4b33-966d-7cf0b3af87a5,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::25a6fb1b-a42c-4728-a2bf-d0613e17d1d7,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::25b1b7c0-f939-426a-bffa-ac64888a00b4,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::25b750e5-8a76-4c13-9fd8-851e45d1b5ed,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::25d5e8bc-0203-4909-aebb-00df700417b9,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::25e59482-9d33-4a0c-bfbf-5438b9c0c9ea,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::260ef2a5-b9d2-41e7-afc7-bed26e7af5b9,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::26194021-bc50-4a4f-b49e-e36a01041b49,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::261ba795-7e12-4129-8671-7dde899cfc3f,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::263a8d6a-9774-4293-90bd-d68c108f1e3e,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::2677a6bb-60c8-431b-9c49-1f808a273684,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::2687c6bd-f9cc-43a3-b7f3-d0663cc77e65,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::26abd7b6-569b-41ed-955e-0481ed0368dd,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::26b079a2-0954-4ca4-a494-1ef64e7d93f9,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::26ce1218-1d55-4f45-a0f5-643c0f92c2c2,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::26d7e2c7-6614-4dfc-af30-acefde8a21a9,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::26f9e573-3e23-424c-a75a-d2b1a91a575c,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::2716f7c1-a47d-4634-9f97-e2d8c59b3bbf,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::271dc530-49dd-4f49-913d-28475b4a150b,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::2748930a-4455-44de-8848-112d455554f7,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::274d8066-46d3-43f9-b388-86db67c02e15,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::274fee77-6d89-4b0f-962e-28969658b430,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::2775e1cc-a85a-4c6a-8a4d-b4e225613d23,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::27a23047-925b-4b76-879b-eaeab82e0857,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::27affacb-c223-47c1-a643-f8ebe229e582,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::27bfbb49-3141-4d9e-9746-0e830e859907,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::27c2cc15-dd1e-455a-8bca-59794d2fe98f,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::28027420-7148-4f4f-a4d1-0884389bc6df,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::2818c2d1-e833-4f62-ba16-8f564a525398,COUGHVID,,validation,-1,1,1,0,0
COUGHVID_UUID::281c6a0e-d4b7-422f-84d0-e1afa02c1bf2,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::2830e2c6-92b6-4e2c-acb0-763e0ff6d0a7,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::285c4bbf-9245-41e8-a327-bc4331ae2e09,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::285e7f6f-503a-41f0-ac3b-173433a8cf40,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::28648464-a8cd-4d33-b861-9c592154a844,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::28654288-ae7d-447d-9631-7fe1712578b0,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::28757e31-b8f6-408c-982e-a016170ab3ef,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::28b30c43-8b77-436a-a181-9b36ec9f0553,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::28c08126-f32e-4337-b4b1-cba26602f185,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::28c76cca-15d8-490a-a785-9bbb5c21fd26,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::28cb1fbb-ff5a-4ab6-b676-0d3d0e8c9235,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::28ccfa17-8a60-43b1-b0b0-2db7042c088e,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::28d173a5-6b04-4c7b-8b29-84e670dc6c35,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::28d4e487-0d9d-4911-951d-5de7fcb5c986,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::28de464d-b466-45cc-849d-a1c138c96767,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::28de837b-8dbf-43a8-a90f-04e644a04933,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::28f45db7-8899-4d87-a8a2-d75dbaced3d6,COUGHVID,,train,1,1,1,0,0
COUGHVID_UUID::29121026-d6b2-4203-8491-227353a60348,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::29426ec2-55bf-4ce0-a591-bd7ea2dd9a6c,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::294acf4f-8fda-4d91-adcd-f125ba9bf623,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::296446a3-d81c-4aaa-897f-d80c849b95b0,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::2974b8ef-49f1-4390-a974-758104bd9f02,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::2989f5c7-1b1c-42aa-9f44-05e8d6fea729,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::29b6542b-6a40-474c-9eb1-787ebfbab90d,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::29b6feee-6562-48cc-844e-dbfa815a5723,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::29c56cde-7a9f-44dd-a1d6-f6e4878e33de,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::29fc09a6-c3c9-4a34-b3c7-25019a99ee47,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::2a0a64ee-1750-451e-b52b-35fcf87ed005,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::2a1cf069-7f78-4c41-96a0-3a786767ee7b,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::2a49aa4e-4627-4dc6-aab1-1ed4152e73fd,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::2a49d183-60b0-4ccf-8147-876cc291670f,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::2a7328f9-4c7b-461e-8975-0809d0c49de9,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::2aa1d5be-0191-4540-9159-77ec1faa4094,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::2aa8f538-07ca-41f3-b20a-8d9e5ef24cfe,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::2af862d9-7cac-4270-97de-ae4b4c293d07,COUGHVID,,train,0,1,0,1,0
COUGHVID_UUID::2b1bb7d6-5ebd-4511-878d-002dd69f0d1a,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::2b22a1b8-5dc4-4674-9ebc-99d6a06e999c,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::2b243e9c-37f2-4552-ac69-4cdf0e070b9a,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::2b486360-b5cb-46d0-b1b0-d18892703746,COUGHVID,,validation,-1,1,0,1,0
COUGHVID_UUID::2ba1edda-3fc6-43f6-91b6-4e5c766425a3,COUGHVID,,test,-1,1,0,1,0
COUGHVID_UUID::2baa4845-c6e6-44a6-b4f3-f239be93bfa7,COUGHVID,,train,2,1,0,1,0
COUGHVID_UUID::2bb66cf8-ae01-4f8d-93d2-3bc4b08c08f8,COUGHVID,,train,1,1,0,1,0
COUGHVID_UUID::2bcc1031-937f-46b2-af1d-fd593a0b5d39,COUGHVID,,train,3,1,0,1,0
COUGHVID_UUID::2bcd2201-d3ec-466d-a0a1-1305a46aa74a,COUGHVID,,train,4,1,0,1,0
COUGHVID_UUID::2bd83c2d-0c8e-4676-8cdb-249469dcc1f1,COUGHVID,,train,0,1,0,1,0
